Guildford Borough Council - Business Rates information as at 1 April 2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This file contains information on rateable values, charges, reliefs and ratepayers as at 1 April 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
For additional information please see https://www.guildford.gov.uk/businessrates.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Place Ref,Property Addr 1,Property Addr 2,Property Addr 3,Property Addr 4,Property Addr 5,Property Post Code,Property Description,31/03/2017 Rateable Value,31/03/2023 Rateable Value,Current Rateable Value,Annual Charge,Transitional Reduction,Empty (Y/N) or Not Available (N/A),Date Fell Empty,Empty Exemption,Small Business Rate Relief (Y/N),Mandatory Relief (Y/N),Mandatory Relief %,Discretionary Relief (Y/N),Discretionary Relief %,Rural Rate Relief Y/N,Supporting Small Business Relief,Retail Discount Y/N,Name,Correspondence Addr 1,Correspondence Addr 2,Correspondence Addr 3,Correspondence Addr 4,Correspondence Addr 5,Correspondence Post Code
020030040,Aerial - Orange SUR 1067,Hogs Back,Guildford,Surrey,,GU2 4DA,COMMUNICATION STATION AND PREMISES,"3,600","6,600","7,200","3,592.80",0.00,Y,15/03/2023,Other,N,N,0,N,0,N,N,N,Orange PCS Ltd,Avison Young,PO Box 6079,Wolverhampton,,,WV1 9RA
020150300,Danceys Barn,Littleton Lane,Guildford,Surrey,,GU3 1HW,OFFICES AND PREMISES,"8,300","11,250","13,000","6,483.88",3.12,N,,,Y,N,0,N,0,N,Y,N,FK FM Limited,Danceys Barn,Littleton Lane,Guildford,Surrey,,GU3 1HW
020150401,Court Barn,Littleton Lane,Guildford,Surrey,,GU3 1HW,OFFICES AND PREMISES,"30,250","36,250","39,500","19,710.50",0.00,N,,,N,N,0,N,0,N,N,N,Overdrive Digital Ltd,Court Barn,Littleton Lane,Loseley Park,Guildford,Surrey,GU3 1HW
020150402,Parking at Court Barn,Littleton Lane,Guildford,Surrey,,GU3 1HW,CAR PARKING SPACE AND PREMISES,"1,400","1,400","1,400",698.60,0.00,Y,04/02/2022,Other,N,N,0,N,0,N,N,N,Loseley House Maintenance Fund,The Estate Office,Loseley Park,Guildford,Surrey,,GU3 1HS
020150500,Orange Court Barn,Littleton Lane,Guildford,Surrey,,GU3 1HW,WAREHOUSE AND PREMISES,"10,250","10,250","12,000","5,907.54",80.46,Y,04/02/2022,Listed,N,N,0,N,0,N,N,N,Loseley House Maintenance Fund,The Estate Office,Loseley Park,Guildford,Surrey,,GU3 1HS
020210013,Loseley House and Estate,Loseley Park,Guildford,Surrey,,GU3 1HS,HISTORICAL PROPERTY AND PREMISES,"60,000","16,250","12,000","5,988.00",0.00,N/A,,,N,N,0,N,0,N,N,Y,,,,,,,
020210031,Estate Office,Loseley Park,Guildford,Surrey,,GU3 1HS,OFFICES AND PREMISES,"14,250","18,500","21,750","10,853.25",0.00,N/A,,,N,N,0,N,0,N,N,N,,,,,,,
020210130,The Hereford Barn,Unit 5 Home Farm,Loseley Park,Guildford,Surrey,GU3 1HS,WAREHOUSE AND PREMISES,"10,250","15,000","17,250","8,607.75",0.00,N,,,N,N,0,N,0,N,N,Y,Surrey Timbers Ltd,The Hereford Barn,Unit 5 Home Farm,Loseley Park,Guildford,Surrey,GU3 1HS
020210140,The South Devon Barn,Unit 3 Home Farm,Loseley Park,Guildford,Surrey,GU3 1HS,OFFICES AND PREMISES,"2,800","3,550","4,100","2,045.90",0.00,N,,,N,N,0,N,0,N,N,N,Big Fish Records Ltd,The South Devon Barn,Unit 3 Home Farm,Loseley Park,Guildford,Surrey,GU3 1HS
020210150,The Ayrshire Barn,Unit 4 Home Farm,Loseley Park,Guildford,Surrey,GU3 1HS,WAREHOUSE AND PREMISES,"6,500","7,700","8,300","4,141.70",0.00,N,,,Y,N,0,N,0,N,N,N,Rawnsleys Ltd,3 Bullers Road,Farnham,Surrey,,,GU9 9EW
020210160,The Dexter Barn,Unit 10 Home Farm,Loseley Park,Guildford,Surrey,GU3 1HS,STORE AND PREMISES,"5,700","5,700","6,200","3,093.80",0.00,N,,,Y,N,0,N,0,N,N,N,Magical Display Ltd,The Dexter Barn,Unit 10 Home Farm,Loseley Park,Guildford,Surrey,GU3 1HS
020210170,The Shorthorn Barn,Unit 9 Home Farm,Loseley Park,Guildford,Surrey,GU1 1HS,STORE AND PREMISES,"6,200","6,200","6,600","3,293.40",0.00,N,,,N,N,0,N,0,N,N,N,Surrey Timbers Ltd,The Hereford Barn,Unit 5 Home Farm,Loseley Park,Guildford,Surrey,GU3 1HS
020210181,The Highland Barn,Unit 13 Home Farm,Loseley Park,Guildford,Surrey,GU3 1HS,WAREHOUSE AND PREMISES,"8,100","11,500","13,250","6,611.75",0.00,N,,,N,N,0,N,0,N,N,N,K R R (UK) Ltd,The Dorset Horn Barn,Unit 7 Home Farm,Loseley Park,Guildford,,GU3 1HS
020210182,The Highland Barn,Unit 14 Home Farm,Loseley Park,Guildford,Surrey,GU3 1HS,WAREHOUSE AND PREMISES,"4,400","4,400","5,000","2,495.00",0.00,N,,,Y,N,0,N,0,N,N,N,Artifactually London Ltd,The Highland Barn,Unit 14 Home Farm,Loseley Park,Guildford,Surrey,GU3 1HS
020210190,Unit 11 Home Farm,Loseley Park,Guildford,Surrey,,GU3 1HS,OFFICES AND PREMISES,"10,000","12,250","14,000","6,986.00",0.00,N,,,Y,N,0,N,0,N,N,Y,Warner Design & Print Ltd,Unit 11 Home Farm,Loseley Park,Guildford,Surrey,,GU3 1HS
020210191,Unit 12 Home Farm,Loseley Park,Guildford,Surrey,,GU3 1HS,OFFICES AND PREMISES,"8,700","11,250","13,250","6,483.88",127.87,N/A,,,Y,N,0,N,0,N,N,N,,,,,,,
020210223,Sussex Barn Workshop,Unit 18 Home Farm,Loseley Park,Guildford,Surrey,GU3 1HS,WORKSHOP AND PREMISES,"12,500","19,000","20,500","10,229.50",0.00,N,,,N,N,0,N,0,N,N,N,Phygital Limited ,Sussex Barn Workshop,Unit 18 Home Farm,Loseley Park,Guildford,Surrey,GU3 1HS
020210240,The Dorset Horn Barn,Unit 7 Home farm,Loseley Park,Guildford,Surrey,GU3 1HS,WAREHOUSE AND PREMISES,"7,900","9,300","10,000","4,990.00",0.00,N,,,N,N,0,N,0,N,N,N,K R R (UK) Ltd,The Dorset Horn Barn,Unit 7 Home Farm,Loseley Park,Guildford,,GU3 1HS
020210270,The White Park Barn,Unit 6 Home Farm,Loseley Park,Guildford,Surrey,GU3 1HS,STORE AND PREMISES,"9,100","9,800","10,750","5,364.25",0.00,N,,,Y,N,0,N,0,N,N,N,Vasai Investment Ltd,The White Park Barn,Unit 6 Home Farm,Loseley Park,Guildford,Surrey,GU3 1HS
020210290,The Gallaway Barn,Units 1 & 2 Home Farm,Loseley Park,Guildford,Surrey,GU3 1HS,WORKSHOP AND PREMISES,"12,500","10,250","11,000","5,489.00",0.00,N,,,Y,N,0,N,0,N,N,N,Tilley International Plc,The Gallaway Barn,Units 1 & 2 Home Farm,Loseley Park,Guildford,Surrey,GU3 1HS
020210300,The Longhorn Barn,Unit 8 Home Farm,Loseley Park,Guildford,Surrey,GU3 1HS,WORKSHOP,"1,225","1,225","1,400",698.60,0.00,N/A,,,Y,N,0,N,0,N,N,N,,,,,,,
020210302,The Guernsey Barn,Unit 15 Home Farm,Loseley Park,Guildford,Surrey,GU3 1HS,"OFFICES, STORE AND PREMISES","23,750","29,000","35,500","17,714.50",0.00,N,,,N,N,0,N,0,N,N,N,AMT Marketing Ltd,The Guernsey Barn,Unit 15 Home Farm,Loseley Park,Guildford,Surrey,GU3 1HS
020210303,Unit 17A,Home Farm,Loseley Park,Guildford,Surrey,GU3 1HS,BUSINESS UNIT AND PREMISES,"4,200","3,450","3,900","1,946.10",0.00,N,,,Y,N,0,N,0,N,N,N,Blue Square Environmental Services Ltd,Unit 17A,Home Farm,Loseley Park,Guildford,Surrey,GU3 1HS
020210304,Unit 16A Home Farm,Loseley Park,Guildford,Surrey,,GU3 1HS,STORE AND PREMISES,"2,375","2,375","2,550","1,272.45",0.00,N,,,N,N,0,N,0,N,N,N,AMT Marketing Ltd,The Guernsey Barn,Unit 15 Home Farm,Loseley Park,Guildford,Surrey,GU3 1HS
020210305,Sussex Barn Offices,Unit 16 Home Farm,Loseley Park,Guildford,Surrey,GU3 1HS,OFFICES AND PREMISES,"15,500","20,000","23,250","11,601.75",0.00,N,,,N,N,0,N,0,N,N,N,Evensure Management Ltd,Sussex Barn Offices,Unit 16 Home Farm,Loseley Park,Guildford,,GU3 1HS
020210311,Unit 23 Home Farm,Loseley Park,Guildford,Surrey,,GU3 1HS,WORKSHOP AND PREMISES,"10,250","17,750","20,250","10,104.75",0.00,N/A,,,N,N,0,N,0,N,N,N,,,,,,,
020210312,Loseley Bakery Maintenance Yard,Unit 20 Home Farm,Loseley Park,Guildford,Surrey,GU3 1HS,BAKERY AND PREMISES,"8,700","12,500","13,500","6,736.50",0.00,N/A,,,Y,N,0,N,0,N,Y,N,,,,,,,
020210318,Unit 21,Home Farm,Loseley Park,Guildford,Surrey,GU3 1HS,WORKSHOP AND PREMISES,"9,100","11,000","11,750","5,863.25",0.00,N,,,N,N,0,N,0,N,N,N,Embark Consulting Limited,Unit 21,Home Farm,Loseley Park,Guildford,Surrey,GU3 1HS
020210319,Unit 22,Home Farm,Loseley Park,Guildford,Surrey,GU3 1HS,WORKSHOP AND PREMISES,"12,250","16,750","18,250","9,106.75",0.00,N,,,N,N,0,N,0,N,N,N,Medevolve Ltd,Unit 22,Home Farm,Loseley Park,Guildford,Surrey,GU3 1HS
020270078,Surrey Police Headquarters,The Drive,Mount Browne,Guildford,Surrey,GU3 1HQ,"POLICE STATION, OFFICES AND PREMISES","830,000","895,000","1,220,000","666,120.00",0.00,N,,,N,N,0,N,0,N,N,N,Police & Crime Commissioner for Surrey,Accounts Team,Shared Business Service Centre,Department J,P O Box 101,Guildford,GU1 9PE
020270079,Transmitter Aerials (91304) On Mast at Surrey Police Headquarters,The Drive,Mount Browne,Guildford,Surrey,GU3 1HG,COMMUNICATION STATION AND PREMISES,"13,750","16,250","16,000","7,984.00",0.00,N,,,N,N,0,N,0,N,N,N,Mobile Broadband Network Ltd,Avison Young,PO Box 6079,Wolverhampton,,,WV1 9RA
020270080,Transmitter Aerials (SUR 006) on Mast at Surrey Police Headquarters,The Drive,Mount Browne,Guildford,Surrey,GU3 1HG,COMMUNICATION STATION AND PREMISES,"10,000","13,750","13,500","6,736.50",0.00,N,,,N,N,0,N,0,N,N,N,Airwave Solutions Ltd,Avison Young,PO Box 6079,Wolverhampton,,,WV1 9RA
020330040,New Pond Yard,New Pond Road,Compton,Guildford,Surrey,GU3 1HY,WORKSHOP AND PREMISES,"14,500","13,500","18,750","7,780.66","1,575.59",N,,,N,N,0,N,0,N,N,N,Honey Brothers Ltd,New Pond Yard,New Pond Road,Compton,Guildford,Surrey,GU3 1HY
020390101,Christophers,Old Portsmouth Road,Guildford,Surrey,,GU3 1LP,HOSPITAL AND PREMISES,"125,000","120,000","125,000","68,250.00",0.00,N,,,N,Y,80,Y,20,N,N,N,Shooting Star Chase,Bridge House,Addlestone Road,Addlestone,Surrey,,KT15 2UE
020390220,"College of Law, Braboeuf Manor",Old Portsmouth Road,Guildford,Surrey,,GU3 1HA,College and Premises,"199,000","215,000","255,000","139,230.00",0.00,N,,,N,N,0,N,0,N,N,N,The University of Law Ltd,,,,,,
020390241,Artington Park & Ride,Old Portsmouth Road,Guildford,Surrey,,GU3 1LP,CAR PARK AND PREMISES,"96,000","113,000","118,000","64,428.00",0.00,N,,,N,N,0,N,0,N,N,N,Guildford Borough Council,Millmead House,Millmead,Guildford,Surrey,,GU2 4BB
020390242,Site 78554 at Entrance to,Artington Park & Ride,Old Portsmouth Road,Artington,Guildford Surrey,GU3 1LP,COMMUNICATION STATION AND PREMISES,,"6,800","8,000","3,919.15",72.85,N,,,N,N,0,N,0,N,N,N,EE Ltd,EE Ltd,Avison Young,PO Box 6079,Wolverhampton,,WV1 9RA
020390256,"Second Floor Right, Wonersh House",The Guildway,Old Portsmouth Road,Guildford,Surrey,GU3 1LR,OFFICES AND PREMISES,"89,500","96,000","118,000","64,428.00",0.00,N,,,N,N,0,N,0,N,N,N,Galliford Try Building Limited,Building Southern,P O Box 7440,Hinckley,Leicestshire,,LE10 1YL
020390279,Gnd Flr LHS Rear Gnd Flr RHS & 1st Flr RHS Front,Ashbourne House,Old Portsmouth Road,Artington,Guildford Surrey,GU3 1LP,OFFICES AND PREMISES,,"215,000","257,500","140,595.00",0.00,N,,,N,N,0,N,0,N,N,N,Manitowoc Foodservice UK Ltd,Ashbourne House,Old Portsmouth Road,Artington,Guildford,,GU3 1LP
020390287,Ground Floor Left,Bramley House,Old Portsmouth Road,Guildford,Surrey,GU3 1LR,OFFICES AND PREMISES,"49,750","55,500","68,500","37,401.00",0.00,N,,,N,N,0,N,0,N,N,N,Madic Technologies Limited,Ground Floor Left,Bramley House,Old Portsmouth Road,Guildford,Surrey,GU3 1LR
020390291,Ground Floor Front,Ashbourne House,Old Portsmouth Road,Artington,Guildford Surrey,GU3 1LR,OFFICES AND PREMISES,"53,500","56,500","70,500","38,493.00",0.00,N,,,N,N,0,N,0,N,N,N,M R Solutions Ltd,Part Ground and First Floors,Ashbourne House,Old Portsmouth Road,Artington,Guildford,GU3 1LR
020390295,First Floor North,Compton House,Old Portsmouth Road,Artington,Guildford Surrey,GU3 1LR,OFFICES AND PREMISES,"90,500","95,500","119,000","64,974.00",0.00,N,,,N,N,0,N,0,N,N,N,PCP III No 1 Ltd,Praxis Real Estate Management Ltd,1st Floor The Chambers,13 Police Street,Manchester,,M2 7LQ
020390297,Ground Floor South Wing,Compton House,Old Portsmouth Road,Artington,Guildford Surrey,GU3 1LR,OFFICES AND PREMISES,"122,000","142,000","175,000","95,550.00",0.00,N,,,N,N,0,N,0,N,N,N,PCP III No 1 Ltd,Praxis Real Estate Management Ltd,1st Floor The Chambers,13 Police Street,Manchester,,M2 7LQ
020390299,Gnd Flr Right,"Bramley House, The Guildway",Old Portsmouth Road,Artington,Guildford Surrey,GU3 1LR,OFFICES AND PREMISES,"53,200","60,000","75,000","40,950.00",0.00,N,,,N,N,0,N,0,N,N,N,Lovetts Ltd,Ground Floor Right,Bramley House,The Guildway,Old Portsmouth Road,Guildford,GU3 1LR
020390301,"First Floor, Wonersh House",The Guildway,Old Portsmouth Road,Artington,Guildford Surrey,GU3 1LR,OFFICES AND PREMISES,"131,000","138,000","173,000","94,458.00",0.00,N,,,N,N,0,N,0,N,N,N,DMH Stallard LLP,Purchase Ledger Department,Gainsborough House,Pegler Way,Crawley,West Sussex,RH11 7FZ
020390302,Parking Spaces 9-11,"Bramley House, The Guildway",Old Portsmouth Road,Artington,Guildford Surrey,GU3 1LR,CAR PARKING SPACES AND PREMISES,600,600,600,299.40,0.00,N,,,N,N,0,N,0,N,N,N,Lovetts Ltd,Ground Floor Right,Bramley House,The Guildway,Old Portsmouth Road,Guildford,GU3 1LR
020390303,Parking Spaces 12-27,Bramley House,Old Portsmouth Road,Artington,Guildford Surrey,GU3 1LR,CAR PARKING SPACES AND PREMISES,"3,200","3,200","3,200","1,596.80",0.00,N,,,N,N,0,N,0,N,N,N,Lovetts Ltd,Ground Floor Right,Bramley House,The Guildway,Old Portsmouth Road,Guildford,GU3 1LR
020390307,Parking Spaces 108-116,Bramley House,Old Portsmouth Road,Artington,Guildford Surrey,GU3 1LR,CAR PARKING SPACE AND PREMISES,"1,800","1,800","1,800",898.20,0.00,N,,,N,N,0,N,0,N,N,N,Cryolife Europa Ltd,Bramley House,The Guildway,Old Portsmouth Road,Guildford,Surrey,GU3 1LR
020390308,1st Floor South Wing,Compton House,Old Portsmouth Road,Artington,Guildford Surrey,GU3 1LR,OFFICES AND PREMISES,,"130,000","163,000","88,998.00",0.00,N,,,N,N,0,N,0,N,N,N,Ramsac Ltd,1st Floor South Wing,Compton House,Old Portsmouth Road,Artington,Guildford Surrey,GU3 1LR
020390309,Ground Floor North Wing,Compton House,Old Portsmouth Road,Artington,Guildford Surrey,GU3 1LR,OFFICES AND PREMISES,,"101,000","126,000","68,796.00",0.00,N,,,N,N,0,N,0,N,N,N,Solventis Ltd,Ground Floor North Wing,Compton House,Old Portsmouth Road,Artington,Guildford,GU3 1LR
020390310,Car Parking Spaces 1-21 At,Compton House,Old Portsmouth Road,Artington,Guildford Surrey,GU3 1LR,CAR PARKING SPACES,,"4,200","4,200","2,095.80",0.00,N,,,N,N,0,N,0,N,N,N,Solventis Ltd,Ground Floor North Wing,Compton House,Old Portsmouth Road,Artington,Guildford,GU3 1LR
020390311,Car Parking Spaces 22-29,Compton House,Old Portsmouth Road,Artington,Guildford Surrey,GU3 1LR,CAR PARKING SPACES,,"1,600","1,600",798.40,0.00,N,,,N,N,0,N,0,N,N,N,Solventis Ltd,Ground Floor North Wing,Compton House,Old Portsmouth Road,Artington,Guildford,GU3 1LR
020390312,Car Parking Space 30,Compton House,Old Portsmouth Road,Artington,Guildford Surrey,GU3 1LR,CAR PARKING SPACE,,200,200,99.80,0.00,N,,,N,N,0,N,0,N,N,N,Solventis Ltd,Ground Floor North Wing,Compton House,Old Portsmouth Road,Artington,Guildford,GU3 1LR
020390314,First Floor,Bramley House,Old Portsmouth Road,Artington,Guildford Surrey,GU3 1LR,OFFICES AND PREMISES,,"120,000","150,000","81,900.00",0.00,N,,,N,N,0,N,0,N,N,N,Syngenta Ltd,,,,,,
020390315,20 Car Spaces IRO First Floor,Bramley House,Old Portsmouth Road,Artington,Guildford Surrey,GU3 1LR,CAR PARKING SPACES AND PREMISES,,"4,000","4,000","1,996.00",0.00,N,,,N,N,0,N,0,N,N,N,Syngenta Ltd,,,,,,
020390316,18 Car Spaces IRO First Floor,Bramley House,Old Portsmouth Road,Artington,Guildford Surrey,GU3 1LR,CAR PARKING SPACES AND PREMISES,,"3,600","3,600","1,796.40",0.00,N,,,N,N,0,N,0,N,N,N,Syngenta Ltd,,,,,,
020390317,First Floor RHS Rear,Ashbourne House,Old Portsmouth Road,Artington,Guildford Surrey,GU3 1LR,OFFICES AND PREMISES,,"50,500","63,500","34,671.00",0.00,N,,,N,N,0,N,0,N,N,N,M R Solutions Ltd,Part Ground and First Floors,Ashbourne House,Old Portsmouth Road,Artington,Guildford,GU3 1LR
020390318,First Floor LHS,Ashbourne House,Old Portsmouth Road,Artington,Guildford Surrey,GU3 1LR,OFFICES AND PREMISES,,"93,000","116,000","63,336.00",0.00,N,,,N,N,0,N,0,N,N,N,Bessler Hendrie LLP,First Floor LHS,Ashbourne House,Old Portsmouth Road,Artington,Guildford Surrey,GU3 1LR
020390320,Pt 2nd Flr North,Compton House,Old Portsmouth Road,Artington,Guildford Surrey,GU3 1LR,OFFICES AND PREMISES,,"45,000","56,000","30,576.00",0.00,N,,,N,N,0,N,0,N,N,N,PCP III No 1 Ltd,Praxis Real Estate Management Ltd,1st Floor The Chambers,13 Police Street,Manchester,,M2 7LQ
020390322,"Car Parking Spaces (15) 2nd Flr LHS, Wonersh House",The Guildway,Old Portsmouth Road,Guildford,Surrey,GU3 1LR,CAR PARKING SPACE AND PREMISES,,"3,000","3,000","1,497.00",0.00,Y,31/05/2022,Other,N,N,0,N,0,N,N,N,PCP III No 1 Ltd,Praxis Real Estate Management Ltd,1st Floor The Chambers,13 Police Street,Manchester,,M2 7LQ
020390323,2nd Flr Left,Bramley House,Old Portsmouth Road,Artington,Guildford Surrey,GU3 1LR,Offices and Premises,,"72,000","90,500","49,413.00",0.00,Y,17/11/2021,,N,N,0,N,0,N,N,N,555 Guildford Limited,Point Properties,182 B Smithdown Road,Liverpool,,,L15 3JR
020390324,2nd Flr Right,Bramley House,Old Portsmouth Road,Artington,Guildford Surrey,GU3 1LR,Offices and Premises,,"45,500","57,000","31,122.00",0.00,N,,,N,N,0,N,0,N,N,N,Cryolife Europa Ltd,Bramley House,The Guildway,Old Portsmouth Road,Guildford,Surrey,GU3 1LR
020390325,Car Spaces 75-81,Bramley House,Old Portsmouth Road,Artington,Guildford Surrey,GU3 1LR,CAR PARKING SPACES AND PREMISES,,"1,400","1,400",698.60,0.00,N,,,N,N,0,N,0,N,N,N,Cryolife Europa Ltd,Bramley House,The Guildway,Old Portsmouth Road,Guildford,Surrey,GU3 1LR
020390326,Parking Spaces 61-74,Bramley House,Old Portsmouth Road,Artington,Guildford Surrey,GU3 1LR,CAR PARKING SPACE AND PREMISES,,"2,800","2,800","1,397.20",0.00,Y,17/11/2021,Other,N,N,0,N,0,N,N,N,555 Guildford Limited,Point Properties,182 B Smithdown Road,Liverpool,,,L15 3JR
020390327,Parking Spaces (2),Compton House,Old Portsmouth Road,Artington,Guildford Surrey,GU3 1LR,CAR PARKING SPACE AND PREMISES,,400,400,199.60,0.00,N,,,N,N,0,N,0,N,N,N,Bdw Trading Ltd,BDW Southern Counties,Compton House,The Guildway,Old Portsmouth Road,Guildford,GU3 1LR
020390328,Parking Spaces (2),Compton House,Old Portsmouth Road,Artington,Guildford Surrey,GU3 1LR,CAR PARKING SPACE AND PREMISES,,400,400,199.60,0.00,N,,,N,N,0,N,0,N,N,N,Bdw Trading Ltd,BDW Southern Counties,Compton House,The Guildway,Old Portsmouth Road,Guildford,GU3 1LR
020390329,Parking Spaces (4),Compton House,Old Portsmouth Road,Artington,Guildford Surrey,GU3 1LR,CAR PARKING SPACE AND PREMISES,,800,800,399.20,0.00,Y,02/08/2021,Other,N,N,0,N,0,N,N,N,Bdw Trading Ltd,BDW Southern Counties,Compton House,The Guildway,Old Portsmouth Road,Guildford,GU3 1LR
020390330,Parking Spaces (14),Compton House,Old Portsmouth Road,Artington,Guildford Surrey,GU3 1LR,CAR PARKING SPACE AND PREMISES,,"2,800","2,800","1,397.20",0.00,Y,02/08/2021,Other,N,N,0,N,0,N,N,N,Bdw Trading Ltd,BDW Southern Counties,Compton House,The Guildway,Old Portsmouth Road,Guildford,GU3 1LR
020390331,Parking Spaces (18),Compton House,Old Portsmouth Road,Artington,Guildford Surrey,GU3 1LR,CAR PARKING SPACE AND PREMISES,,"3,600","3,600","1,796.40",0.00,N,,,N,N,0,N,0,N,N,N,Bdw Trading Ltd,BDW Southern Counties,Compton House,The Guildway,Old Portsmouth Road,Guildford,GU3 1LR
020390332,Parking Spaces 45,Compton House,Old Portsmouth Road,Artington,Guildford Surrey,GU3 1LR,CAR PARKING SPACE AND PREMISES,,"9,000","9,000","4,491.00",0.00,N,,,N,N,0,N,0,N,N,N,Bdw Trading Ltd,BDW Southern Counties,Compton House,The Guildway,Old Portsmouth Road,Guildford,GU3 1LR
020390333,Parking Spaces (23),Compton House,Old Portsmouth Road,Artington,Guildford Surrey,GU3 1LR,CAR PARKING SPACE AND PREMISES,,"4,600","4,600","2,295.40",0.00,Y,12/07/2021,Other,N,N,0,N,0,N,N,N,PCP III No 1 Ltd,Praxis Real Estate Management Ltd,1st Floor The Chambers,13 Police Street,Manchester,,M2 7LQ
020390334,Car Spaces 100-107,Bramley House,Old Portsmouth Road,Artington,Guildford Surrey,GU3 1LR,CAR PARKING SPACES AND PREMISES,,"1,600","1,600",798.40,0.00,N,,,N,N,0,N,0,N,N,N,Cryolife Europa Ltd,Bramley House,The Guildway,Old Portsmouth Road,Guildford,Surrey,GU3 1LR
020390335,2nd Flr LHS,Ashbourne House,Old Portsmouth Road,Artington,Guildford Surrey,GU3 1LP,OFFICES AND PREMISES,,"132,000","165,000","90,090.00",0.00,N,,,N,N,0,N,0,N,N,N,Vivid Imaginations Ltd,2nd Flr LHS,Ashbourne House,Old Portsmouth Road,Artington,Guildford Surrey,GU3 1LP
020390336,2nd Flr RHS,Ashbourne House,Old Portsmouth Road,Artington,Guildford Surrey,GU3 1LP,OFFICES AND PREMISES,,"83,500","104,000","56,784.00",0.00,Y,01/04/2022,,N,N,0,N,0,N,N,N,Rushmoor Borough Council,Council Offices,FAO Legal Services,Farnborough Road,Farhborough,,GU14 7JU
020390338,Grd Flr West,Wonersh House,The Guildway,"Old Portsmouth Road, Artington",Guildford Surrey,GU3 1LP,Offices and Premises,,"144,000","189,000","103,194.00",0.00,N,,,N,N,0,N,0,N,N,N,Advance TRS Ltd,Grd Flr West,Wonersh House,The Guildway,Old Portsmouth Road,Artington Guildford,GU3 1LR
020400013,1A-1B Quadrum Park,Old Portsmouth Road,Guildford,Surrey,,GU3 1LU,WAREHOUSE AND PREMISES,,"115,000","129,000","70,434.00",0.00,N,,,N,N,0,N,0,N,N,N,Poujoulat UK Ltd,1A Quadrum Park,Old Portsmouth Road,Guildford,Surrey,,GU3 1LU
020400020,2 Quadrum Park,Old Portsmouth Road,Guildford,Surrey,,GU3 1LU,WAREHOUSE AND PREMISES,"59,000","53,000","59,000","32,214.00",0.00,N,,,N,N,0,N,0,N,N,N,Hallmark Vending Ltd,2 Quadrum Park,Old Portsmouth Road,Guildford,Surrey,,GU3 1LU
020400030,3 Quadrum Park,Old Portsmouth Road,Guildford,Surrey,,GU3 1LU,WAREHOUSE AND PREMISES,"59,500","53,500","59,500","32,487.00",0.00,N,,,N,N,0,N,0,N,N,N,Banner Business Solutions Ltd,1st Floor 1 Europa Drive,Sheffield,,,,S9 1XT
020400040,4 Quadrum Park,Old Portsmouth Road,Guildford,Surrey,,GU3 1LU,WAREHOUSE AND PREMISES,"50,500","47,000","52,000","28,392.00",0.00,Y,01/12/2023,6 months,N,N,0,N,0,N,N,N,Centro Sourcing UK Ltd,12 Quadrum Park,Old Portsmouth Road,Guildford,Surrey,,GU3 1LU
020400050,5 Quadrum Park,Old Portsmouth Road,Guildford,Surrey,,GU3 1LU,Warehouse and Premises,"48,500","43,750","49,250","24,575.75",0.00,N,,,N,N,0,N,0,N,N,N,Conference Technical Facilities Ltd,5 Quadrum Park,Old Portsmouth Road,Guildford,Surrey,,GU3 1LU
020400060,6 Quadrum Park,Old Portsmouth Road,Guildford,Surrey,,GU3 1LU,Warehouse and Premises,"44,500","37,500","41,750","20,833.25",0.00,N,,,N,N,0,N,0,N,N,N,Wrightsons British Tags Ltd,6 Quadrum Park,Old Portsmouth Road,Guildford,Surrey,,GU3 1LU
020400071,7A Quadrum Park,Old Portsmouth Road,Guildford,Surrey,,GU3 1LU,WAREHOUSE AND PREMISES,"47,000","41,250","46,000","22,954.00",0.00,N,,,N,N,0,N,0,N,N,N,Gardner Tackle Ltd,7A Quadrum Park,Old Portsmouth Road,Guildford,Surrey,,GU3 1LU
020400072,20 Quadrum Park,Old Portsmouth Road,Guildford,Surrey,,GU3 1LU,WAREHOUSE AND PREMISES,"35,000","31,500","35,250","17,589.75",0.00,N,,,N,N,0,N,0,N,N,N,Birchgrove Products Ltd,20 Quadrum Park,Old Portsmouth Road,Guildford,Surrey,,GU3 1LU
020400080,8 Quadrum Park,Old Portsmouth Road,Guildford,Surrey,,GU3 1LU,WAREHOUSE AND PREMISES,"69,000","62,500","69,000","37,674.00",0.00,N,,,N,N,0,N,0,N,N,Y,Lylebarn Ltd t/a Grand Prix Legends,8 Quadrum Park,Old Portsmouth Road,Guildford,Surrey,,GU3 1LU
020400090,9 Quadrum Park,Old Portsmouth Road,Guildford,Surrey,,GU3 1LU,WAREHOUSE AND PREMISES,"25,000","23,000","25,000","12,475.00",0.00,N,,,N,N,0,N,0,N,N,Y,P & P Glass Ltd,,,,,,
020400100,10 Quadrum Park,Old Portsmouth Road,Guildford,Surrey,,GU3 1LU,WAREHOUSE AND PREMISES,"24,250","23,000","25,250","12,599.75",0.00,N,,,N,N,0,N,0,N,N,N,P & P Glass Ltd,,,,,,
